time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.9861	2	1	5	8934	0.00309999
0.987029	2	1	4	8247	0.00302856
0.987029	2	1	5	8247	0.00302856
0.9901	2	1	4	8934	0.00309999
0.9901	2	1	5	8934	0.00309999
0.9911	2	1	4	8934	0.00309999
0.9911	2	1	5	8934	0.00309999
0.992029	2	1	4	8247	0.00302856
0.992029	2	1	5	8247	0.00302856
0.9951	2	1	4	8934	0.00309999
0.9951	2	1	5	8934	0.00309999
0.9961	2	1	4	8934	0.00309999
0.9961	2	1	5	8934	0.00309999
0.997029	2	1	4	8247	0.00302856
0.997029	2	1	5	8247	0.00302856
1.0001	2	1	4	8934	0.00309999
1.0001	2	1	5	8934	0.00309999
1.0011	2	1	4	8934	0.00309999
1.0011	2	1	5	8934	0.00309999
1.00203	2	1	4	8247	0.00302856
1.00203	2	1	5	8247	0.00302856
1.0051	2	1	4	8934	0.00309999
1.0051	2	1	5	8934	0.00309999
1.0061	2	1	4	8934	0.00309999
1.0061	2	1	5	8934	0.00309999
1.00703	2	1	4	8247	0.00302856
1.00703	2	1	5	8247	0.00302856
1.0101	2	1	4	8934	0.00309999
1.0101	2	1	5	8934	0.00309999
1.0111	2	1	4	8934	0.00309999
1.0111	2	1	5	8934	0.00309999
1.01203	2	1	4	8247	0.00302856
1.01203	2	1	5	8247	0.00302856
1.0151	2	1	4	8934	0.00309999
1.0151	2	1	5	8934	0.00309999
1.0161	2	1	4	8934	0.00309999
1.0161	2	1	5	8934	0.00309999
1.01703	2	1	4	8247	0.00302856
1.01703	2	1	5	8247	0.00302856
1.0201	2	1	4	8934	0.00309999
1.0201	2	1	5	8934	0.00309999
1.0211	2	1	4	8934	0.00309999
1.0211	2	1	5	8934	0.00309999
1.02203	2	1	4	8247	0.00302856
1.02203	2	1	5	8247	0.00302856
1.0251	2	1	4	8934	0.00309999
1.0251	2	1	5	8934	0.00309999
1.0261	2	1	4	8934	0.00309999
1.0261	2	1	5	8934	0.00309999
1.02703	2	1	4	8247	0.00302856
1.02703	2	1	5	8247	0.00302856
1.0301	2	1	4	8934	0.00309999
1.0301	2	1	5	8934	0.00309999
1.0311	2	1	4	8934	0.00309999
1.0311	2	1	5	8934	0.00309999
1.03203	2	1	4	8247	0.00302856
1.03203	2	1	5	8247	0.00302856
1.0351	2	1	4	8934	0.00309999
1.0351	2	1	5	8934	0.00309999
1.0361	2	1	4	8934	0.00309999
1.0361	2	1	5	8934	0.00309999
1.03703	2	1	4	8247	0.00302856
1.03703	2	1	5	8247	0.00302856
1.0401	2	1	4	8934	0.00309999
1.0401	2	1	5	8934	0.00309999
1.0411	2	1	4	8934	0.00309999
1.0411	2	1	5	8934	0.00309999
1.04203	2	1	4	8247	0.00302856
1.04203	2	1	5	8247	0.00302856
1.0451	2	1	4	8934	0.00309999
1.0451	2	1	5	8934	0.00309999
1.0461	2	1	4	8934	0.00309999
1.0461	2	1	5	8934	0.00309999
1.04703	2	1	4	8247	0.00302856
1.04703	2	1	5	8247	0.00302856
1.0501	2	1	4	8934	0.00309999
1.0501	2	1	5	8934	0.00309999
1.0511	2	1	4	8934	0.00309999
1.0511	2	1	5	8934	0.00309999
1.05203	2	1	4	8247	0.00302856
1.05203	2	1	5	8247	0.00302856
1.0551	2	1	4	8934	0.00309999
1.0551	2	1	5	8934	0.00309999
1.0561	2	1	4	8934	0.00309999
1.0561	2	1	5	8934	0.00309999
1.05703	2	1	4	8247	0.00302856
1.05703	2	1	5	8247	0.00302856
1.0601	2	1	4	8934	0.00309999
1.0601	2	1	5	8934	0.00309999
1.0611	2	1	4	8934	0.00309999
1.0611	2	1	5	8934	0.00309999
1.06203	2	1	4	8247	0.00302856
1.06203	2	1	5	8247	0.00302856
1.0651	2	1	4	8934	0.00309999
1.0651	2	1	5	8934	0.00309999
1.0661	2	1	4	8934	0.00309999
1.0661	2	1	5	8934	0.00309999
1.06703	2	1	4	8247	0.00302856
1.06703	2	1	5	8247	0.00302856
1.0701	2	1	4	8934	0.00309999
1.0701	2	1	5	8934	0.00309999
1.0711	2	1	4	8934	0.00309999
1.0711	2	1	5	8934	0.00309999
1.07203	2	1	4	8247	0.00302856
1.07203	2	1	5	8247	0.00302856
1.0751	2	1	4	8934	0.00309999
1.0751	2	1	5	8934	0.00309999
1.0761	2	1	4	8934	0.00309999
1.0761	2	1	5	8934	0.00309999
1.07703	2	1	4	8247	0.00302856
1.07703	2	1	5	8247	0.00302856
1.0801	2	1	4	8934	0.00309999
