time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.818529	2	1	4	1282	0.114529
0.818529	2	1	4	1282	0.113529
0.819029	2	2	4	1282	0.0700286
0.819029	2	2	4	1282	0.0690286
0.822529	2	1	4	1282	0.116529
0.822529	2	1	4	1282	0.115529
0.823029	2	2	4	1282	0.0720286
0.823029	2	2	4	1282	0.0710286
0.823529	2	1	4	1282	0.115529
0.824029	2	2	4	1282	0.0710286
0.824029	2	2	4	1282	0.0700286
0.824029	2	2	4	1282	0.0690286
0.827529	2	1	4	1282	0.118529
0.827529	2	1	4	1282	0.117529
0.828029	2	2	4	1282	0.0720286
0.828029	2	2	4	1282	0.0710286
0.828529	2	1	4	1282	0.117529
0.828529	2	1	4	1282	0.116529
0.829029	2	2	4	1282	0.0710286
0.829029	2	2	4	1282	0.0700286
0.832529	2	1	4	1282	0.119529
0.832529	2	1	4	1282	0.118529
0.833029	2	2	4	1282	0.0730286
0.833029	2	2	4	1282	0.0720286
0.833529	2	1	4	1282	0.118529
0.833529	2	1	4	1282	0.117529
0.834029	2	2	4	1282	0.0720286
0.834029	2	2	4	1282	0.0710286
0.837529	2	1	4	1282	0.120529
0.837529	2	1	4	1282	0.119529
0.838029	2	2	4	1282	0.0740286
0.838029	2	2	4	1282	0.0730286
0.838529	2	1	4	1282	0.119529
0.838529	2	1	4	1282	0.118529
0.839029	2	2	4	1282	0.0730286
0.839029	2	2	4	1282	0.0720286
0.839029	2	2	4	1282	0.0710286
0.842529	2	1	4	1282	0.121529
0.842529	2	1	4	1282	0.120529
0.843029	2	2	4	1282	0.0740286
0.843029	2	2	4	1282	0.0730286
